customer_id,region,join_date
122,,2020-01-06 01:00:00
123,NY,2020-01-06 02:00:00
124,California,2020-01-06 03:00:00
125,,
126,unknown,2020-01-06 05:00:00
127,New York,2020-01-06 06:00:00
128,California,2020-01-06 07:00:00
129,New York,
130,CA,
131,New York,2020-01-06 10:00:00
132,,2020-01-06 11:00:00
133,New York,2020-01-06 12:00:00
134,NY,2020-01-06 13:00:00
135,,2020-01-06 14:00:00
136,New York,2020-01-06 15:00:00
137,,2020-01-06 16:00:00
138,NY,2020-01-06 17:00:00
139,unknown,2020-01-06 18:00:00
140,,2020-01-06 19:00:00
141,NY,2020-01-06 20:00:00
142,,2020-01-06 21:00:00
143,California,2020-01-06 22:00:00
144,NY,2020-01-06 23:00:00
145,CA,2020-01-07 00:00:00
146,unknown,2020-01-07 01:00:00
147,unknown,2020-01-07 02:00:00
148,NY,2020-01-07 03:00:00
149,unknown,2020-01-07 04:00:00
150,unknown,
151,New York,
152,New York,2020-01-07 07:00:00
153,,2020-01-07 08:00:00
154,unknown,2020-01-07 09:00:00
155,NY,2020-01-07 10:00:00
156,New York,2020-01-07 11:00:00
157,California,2020-01-07 12:00:00
158,,2020-01-07 13:00:00
159,NY,2020-01-07 14:00:00
160,CA,2020-01-07 15:00:00
161,NY,2020-01-07 16:00:00
162,,2020-01-07 17:00:00
163,NY,2020-01-07 18:00:00
164,California,2020-01-07 19:00:00
165,NY,
166,New York,2020-01-07 21:00:00
167,unknown,2020-01-07 22:00:00
168,unknown,2020-01-07 23:00:00
169,New York,2020-01-08 00:00:00
170,,2020-01-08 01:00:00
171,NY,2020-01-08 02:00:00
172,,2020-01-08 03:00:00
173,CA,2020-01-08 04:00:00
174,CA,2020-01-08 05:00:00
175,New York,2020-01-08 06:00:00
176,New York,2020-01-08 07:00:00
177,California,2020-01-08 08:00:00
178,,2020-01-08 09:00:00
179,California,2020-01-08 10:00:00
180,,2020-01-08 11:00:00
181,CA,2020-01-08 12:00:00
182,New York,2020-01-08 13:00:00
183,NY,2020-01-08 14:00:00
184,New York,2020-01-08 15:00:00
185,,2020-01-08 16:00:00
186,NY,2020-01-08 17:00:00
187,New York,2020-01-08 18:00:00
188,California,2020-01-08 19:00:00
189,CA,2020-01-08 20:00:00
190,unknown,2020-01-08 21:00:00
191,,2020-01-08 22:00:00
192,unknown,2020-01-08 23:00:00
193,NY,
194,New York,2020-01-09 01:00:00
195,New York,2020-01-09 02:00:00
196,CA,2020-01-09 03:00:00
197,New York,2020-01-09 04:00:00
198,NY,2020-01-09 05:00:00
199,unknown,2020-01-09 06:00:00
200,NY,2020-01-09 07:00:00
201,California,2020-01-09 08:00:00
202,California,2020-01-09 09:00:00
203,New York,2020-01-09 10:00:00
204,,2020-01-09 11:00:00
205,unknown,2020-01-09 12:00:00
206,CA,2020-01-09 13:00:00
207,California,2020-01-09 14:00:00
208,California,2020-01-09 15:00:00
209,California,2020-01-09 16:00:00
210,California,2020-01-09 17:00:00
211,unknown,2020-01-09 18:00:00
212,New York,2020-01-09 19:00:00
213,unknown,2020-01-09 20:00:00
214,,2020-01-09 21:00:00
215,California,2020-01-09 22:00:00
216,unknown,2020-01-09 23:00:00
217,unknown,2020-01-10 00:00:00
218,California,2020-01-10 01:00:00
219,NY,2020-01-10 02:00:00
220,NY,
221,California,2020-01-10 04:00:00
222,CA,
223,NY,2020-01-10 06:00:00
224,New York,2020-01-10 07:00:00
225,New York,2020-01-10 08:00:00
226,unknown,2020-01-10 09:00:00
227,CA,2020-01-10 10:00:00
228,New York,2020-01-10 11:00:00
229,CA,2020-01-10 12:00:00
230,,2020-01-10 13:00:00
231,NY,2020-01-10 14:00:00
232,CA,
233,NY,2020-01-10 16:00:00
234,NY,2020-01-10 17:00:00
235,,2020-01-10 18:00:00
236,CA,2020-01-10 19:00:00
237,,2020-01-10 20:00:00
238,CA,2020-01-10 21:00:00
239,California,2020-01-10 22:00:00
240,NY,2020-01-10 23:00:00
241,,2020-01-11 00:00:00
242,CA,2020-01-11 01:00:00
243,New York,2020-01-11 02:00:00
244,CA,2020-01-11 03:00:00
245,California,2020-01-11 04:00:00
246,California,2020-01-11 05:00:00
247,New York,2020-01-11 06:00:00
248,,2020-01-11 07:00:00
249,NY,2020-01-11 08:00:00
250,California,2020-01-11 09:00:00
251,California,2020-01-11 10:00:00
252,NY,2020-01-11 11:00:00
253,New York,2020-01-11 12:00:00
254,,2020-01-11 13:00:00
255,CA,2020-01-11 14:00:00
256,unknown,2020-01-11 15:00:00
257,unknown,2020-01-11 16:00:00
258,New York,2020-01-11 17:00:00
259,,2020-01-11 18:00:00
260,unknown,2020-01-11 19:00:00
261,NY,2020-01-11 20:00:00
262,unknown,2020-01-11 21:00:00
263,New York,2020-01-11 22:00:00
264,NY,2020-01-11 23:00:00
265,New York,2020-01-12 00:00:00
266,,2020-01-12 01:00:00
267,New York,2020-01-12 02:00:00
268,New York,2020-01-12 03:00:00
269,California,2020-01-12 04:00:00
270,NY,
271,CA,2020-01-12 06:00:00
272,NY,2020-01-12 07:00:00
273,unknown,2020-01-12 08:00:00
274,unknown,2020-01-12 09:00:00
275,unknown,2020-01-12 10:00:00
276,unknown,2020-01-12 11:00:00
277,New York,2020-01-12 12:00:00
278,CA,2020-01-12 13:00:00
279,California,2020-01-12 14:00:00
280,CA,2020-01-12 15:00:00
281,,2020-01-12 16:00:00
282,unknown,2020-01-12 17:00:00
283,California,2020-01-12 18:00:00
284,NY,
285,California,
286,New York,
287,California,2020-01-12 22:00:00
288,unknown,2020-01-12 23:00:00
289,CA,2020-01-13 00:00:00
290,NY,2020-01-13 01:00:00
291,New York,
292,California,2020-01-13 03:00:00
293,New York,2020-01-13 04:00:00
294,,2020-01-13 05:00:00
295,,
296,NY,2020-01-13 07:00:00
297,CA,2020-01-13 08:00:00
298,unknown,2020-01-13 09:00:00
299,NY,2020-01-13 10:00:00
300,NY,2020-01-13 11:00:00
301,CA,2020-01-13 12:00:00
302,unknown,
303,,2020-01-13 14:00:00
304,,2020-01-13 15:00:00
305,California,
306,CA,
307,CA,2020-01-13 18:00:00
308,California,2020-01-13 19:00:00
309,California,2020-01-13 20:00:00
310,,2020-01-13 21:00:00
311,California,2020-01-13 22:00:00
312,New York,2020-01-13 23:00:00
313,New York,2020-01-14 00:00:00
314,New York,2020-01-14 01:00:00
315,unknown,2020-01-14 02:00:00
316,unknown,2020-01-14 03:00:00
317,CA,2020-01-14 04:00:00
318,NY,2020-01-14 05:00:00
319,unknown,2020-01-14 06:00:00
320,New York,2020-01-14 07:00:00
321,California,2020-01-14 08:00:00
322,NY,2020-01-14 09:00:00
323,unknown,2020-01-14 10:00:00
324,New York,2020-01-14 11:00:00
325,New York,2020-01-14 12:00:00
326,,2020-01-14 13:00:00
327,California,2020-01-14 14:00:00
328,CA,2020-01-14 15:00:00
329,unknown,2020-01-14 16:00:00
330,New York,2020-01-14 17:00:00
331,California,2020-01-14 18:00:00
332,unknown,2020-01-14 19:00:00
333,unknown,2020-01-14 20:00:00
334,NY,2020-01-14 21:00:00
335,CA,
336,NY,2020-01-14 23:00:00
337,New York,
338,CA,2020-01-15 01:00:00
339,,2020-01-15 02:00:00
340,,2020-01-15 03:00:00
341,New York,2020-01-15 04:00:00
342,unknown,
343,NY,2020-01-15 06:00:00
344,unknown,2020-01-15 07:00:00
345,CA,
346,,2020-01-15 09:00:00
347,CA,2020-01-15 10:00:00
348,California,2020-01-15 11:00:00
349,CA,2020-01-15 12:00:00
350,New York,2020-01-15 13:00:00
351,CA,2020-01-15 14:00:00
352,New York,2020-01-15 15:00:00
353,unknown,2020-01-15 16:00:00
354,,2020-01-15 17:00:00
355,,2020-01-15 18:00:00
356,,2020-01-15 19:00:00
357,unknown,2020-01-15 20:00:00
358,unknown,2020-01-15 21:00:00
359,NY,2020-01-15 22:00:00
360,New York,2020-01-15 23:00:00
361,,2020-01-16 00:00:00
362,New York,2020-01-16 01:00:00
363,NY,2020-01-16 02:00:00
364,,2020-01-16 03:00:00
365,,2020-01-16 04:00:00
366,unknown,2020-01-16 05:00:00
367,New York,
368,California,2020-01-16 07:00:00
369,California,2020-01-16 08:00:00
370,CA,2020-01-16 09:00:00
371,CA,2020-01-16 10:00:00
372,CA,2020-01-16 11:00:00
373,unknown,2020-01-16 12:00:00
374,New York,2020-01-16 13:00:00
375,,2020-01-16 14:00:00
376,California,2020-01-16 15:00:00
377,CA,2020-01-16 16:00:00
378,California,2020-01-16 17:00:00
379,unknown,2020-01-16 18:00:00
380,CA,2020-01-16 19:00:00
381,California,
382,New York,2020-01-16 21:00:00
383,California,2020-01-16 22:00:00
384,,2020-01-16 23:00:00
385,CA,2020-01-17 00:00:00
386,CA,2020-01-17 01:00:00
387,CA,2020-01-17 02:00:00
388,New York,2020-01-17 03:00:00
389,California,2020-01-17 04:00:00
390,California,2020-01-17 05:00:00
391,New York,2020-01-17 06:00:00
392,NY,2020-01-17 07:00:00
393,California,2020-01-17 08:00:00
394,California,2020-01-17 09:00:00
395,unknown,2020-01-17 10:00:00
396,New York,2020-01-17 11:00:00
397,New York,2020-01-17 12:00:00
398,CA,2020-01-17 13:00:00
399,CA,2020-01-17 14:00:00
400,NY,2020-01-17 15:00:00
401,New York,2020-01-17 16:00:00
402,New York,2020-01-17 17:00:00
403,NY,2020-01-17 18:00:00
404,New York,2020-01-17 19:00:00
405,NY,
406,NY,2020-01-17 21:00:00
407,California,2020-01-17 22:00:00
408,,2020-01-17 23:00:00
409,NY,2020-01-18 00:00:00
410,NY,2020-01-18 01:00:00
411,New York,2020-01-18 02:00:00
412,NY,2020-01-18 03:00:00
413,,2020-01-18 04:00:00
414,New York,2020-01-18 05:00:00
415,CA,2020-01-18 06:00:00
416,unknown,2020-01-18 07:00:00
417,California,2020-01-18 08:00:00
418,NY,2020-01-18 09:00:00
419,CA,2020-01-18 10:00:00
420,New York,2020-01-18 11:00:00
421,NY,2020-01-18 12:00:00
422,unknown,2020-01-18 13:00:00
423,unknown,2020-01-18 14:00:00
424,,2020-01-18 15:00:00
425,New York,2020-01-18 16:00:00
426,California,2020-01-18 17:00:00
427,California,2020-01-18 18:00:00
428,CA,2020-01-18 19:00:00
429,California,2020-01-18 20:00:00
430,,2020-01-18 21:00:00
431,New York,2020-01-18 22:00:00
432,CA,2020-01-18 23:00:00
433,unknown,2020-01-19 00:00:00
434,,2020-01-19 01:00:00
435,CA,2020-01-19 02:00:00
436,California,2020-01-19 03:00:00
437,unknown,2020-01-19 04:00:00
438,,2020-01-19 05:00:00
439,CA,2020-01-19 06:00:00
440,unknown,2020-01-19 07:00:00
441,CA,2020-01-19 08:00:00
442,California,2020-01-19 09:00:00
443,,2020-01-19 10:00:00
444,New York,2020-01-19 11:00:00
445,California,2020-01-19 12:00:00
446,CA,2020-01-19 13:00:00
447,New York,2020-01-19 14:00:00
448,New York,2020-01-19 15:00:00
449,,2020-01-19 16:00:00
450,New York,2020-01-19 17:00:00
451,,2020-01-19 18:00:00
452,unknown,2020-01-19 19:00:00
453,CA,2020-01-19 20:00:00
454,NY,2020-01-19 21:00:00
455,CA,2020-01-19 22:00:00
456,NY,2020-01-19 23:00:00
457,CA,2020-01-20 00:00:00
458,unknown,2020-01-20 01:00:00
459,California,2020-01-20 02:00:00
460,,2020-01-20 03:00:00
461,,2020-01-20 04:00:00
462,NY,2020-01-20 05:00:00
463,,2020-01-20 06:00:00
464,CA,2020-01-20 07:00:00
465,CA,2020-01-20 08:00:00
466,unknown,2020-01-20 09:00:00
467,CA,2020-01-20 10:00:00
468,New York,2020-01-20 11:00:00
469,California,2020-01-20 12:00:00
470,California,2020-01-20 13:00:00
471,unknown,2020-01-20 14:00:00
472,unknown,2020-01-20 15:00:00
473,New York,2020-01-20 16:00:00
474,CA,2020-01-20 17:00:00
475,California,2020-01-20 18:00:00
476,California,2020-01-20 19:00:00
477,New York,2020-01-20 20:00:00
478,,
479,,2020-01-20 22:00:00
480,,
481,CA,2020-01-21 00:00:00
482,CA,2020-01-21 01:00:00
483,,2020-01-21 02:00:00
484,,2020-01-21 03:00:00
485,CA,2020-01-21 04:00:00
486,New York,2020-01-21 05:00:00
487,unknown,2020-01-21 06:00:00
488,California,2020-01-21 07:00:00
489,,2020-01-21 08:00:00
490,California,
491,unknown,2020-01-21 10:00:00
492,California,2020-01-21 11:00:00
493,NY,2020-01-21 12:00:00
494,NY,2020-01-21 13:00:00
495,,2020-01-21 14:00:00
496,unknown,2020-01-21 15:00:00
497,unknown,2020-01-21 16:00:00
498,New York,2020-01-21 17:00:00
499,unknown,2020-01-21 18:00:00
500,CA,2020-01-21 19:00:00
501,New York,2020-01-21 20:00:00
502,unknown,2020-01-21 21:00:00
503,unknown,2020-01-21 22:00:00
504,California,2020-01-21 23:00:00
505,NY,2020-01-22 00:00:00
506,NY,2020-01-22 01:00:00
507,unknown,2020-01-22 02:00:00
508,unknown,2020-01-22 03:00:00
509,California,2020-01-22 04:00:00
510,California,2020-01-22 05:00:00
511,CA,2020-01-22 06:00:00
512,,2020-01-22 07:00:00
513,NY,2020-01-22 08:00:00
514,CA,2020-01-22 09:00:00
515,NY,2020-01-22 10:00:00
516,CA,2020-01-22 11:00:00
517,California,2020-01-22 12:00:00
518,NY,2020-01-22 13:00:00
519,NY,2020-01-22 14:00:00
520,California,2020-01-22 15:00:00
521,New York,2020-01-22 16:00:00
522,California,2020-01-22 17:00:00
523,unknown,2020-01-22 18:00:00
524,NY,2020-01-22 19:00:00
525,,2020-01-22 20:00:00
526,New York,2020-01-22 21:00:00
527,CA,2020-01-22 22:00:00
528,New York,2020-01-22 23:00:00
529,California,2020-01-23 00:00:00
530,CA,2020-01-23 01:00:00
531,CA,2020-01-23 02:00:00
532,,2020-01-23 03:00:00
533,NY,2020-01-23 04:00:00
534,New York,2020-01-23 05:00:00
535,,2020-01-23 06:00:00
536,NY,2020-01-23 07:00:00
537,CA,2020-01-23 08:00:00
538,NY,2020-01-23 09:00:00
539,NY,
540,unknown,2020-01-23 11:00:00
541,unknown,2020-01-23 12:00:00
542,California,2020-01-23 13:00:00
543,California,2020-01-23 14:00:00
544,CA,
545,California,2020-01-23 16:00:00
546,NY,2020-01-23 17:00:00
547,NY,2020-01-23 18:00:00
548,NY,2020-01-23 19:00:00
549,,
550,New York,2020-01-23 21:00:00
551,,2020-01-23 22:00:00
552,NY,
553,New York,2020-01-24 00:00:00
554,,2020-01-24 01:00:00
555,unknown,2020-01-24 02:00:00
556,,2020-01-24 03:00:00
557,CA,2020-01-24 04:00:00
558,,2020-01-24 05:00:00
559,unknown,
560,,2020-01-24 07:00:00
561,CA,
562,New York,2020-01-24 09:00:00
563,California,2020-01-24 10:00:00
564,NY,2020-01-24 11:00:00
565,CA,2020-01-24 12:00:00
566,unknown,2020-01-24 13:00:00
567,,2020-01-24 14:00:00
568,CA,2020-01-24 15:00:00
569,unknown,2020-01-24 16:00:00
570,NY,
571,New York,2020-01-24 18:00:00
572,unknown,2020-01-24 19:00:00
573,unknown,2020-01-24 20:00:00
574,,2020-01-24 21:00:00
575,CA,2020-01-24 22:00:00
576,New York,2020-01-24 23:00:00
577,,2020-01-25 00:00:00
578,unknown,2020-01-25 01:00:00
579,New York,2020-01-25 02:00:00
580,New York,
581,unknown,2020-01-25 04:00:00
582,,2020-01-25 05:00:00
583,New York,2020-01-25 06:00:00
584,unknown,2020-01-25 07:00:00
585,,
586,New York,2020-01-25 09:00:00
587,CA,2020-01-25 10:00:00
588,CA,2020-01-25 11:00:00
589,California,2020-01-25 12:00:00
590,CA,2020-01-25 13:00:00
591,NY,2020-01-25 14:00:00
592,New York,2020-01-25 15:00:00
593,California,2020-01-25 16:00:00
594,NY,2020-01-25 17:00:00
595,unknown,2020-01-25 18:00:00
596,unknown,2020-01-25 19:00:00
597,New York,2020-01-25 20:00:00
598,unknown,
599,California,2020-01-25 22:00:00
600,NY,2020-01-25 23:00:00
601,,2020-01-26 00:00:00
602,,2020-01-26 01:00:00
603,New York,2020-01-26 02:00:00
604,California,2020-01-26 03:00:00
605,,2020-01-26 04:00:00
606,,2020-01-26 05:00:00
607,New York,2020-01-26 06:00:00
608,unknown,2020-01-26 07:00:00
609,New York,2020-01-26 08:00:00
610,unknown,2020-01-26 09:00:00
611,California,2020-01-26 10:00:00
612,,2020-01-26 11:00:00
613,unknown,2020-01-26 12:00:00
614,New York,2020-01-26 13:00:00
615,unknown,2020-01-26 14:00:00
616,unknown,2020-01-26 15:00:00
617,unknown,2020-01-26 16:00:00
618,unknown,2020-01-26 17:00:00
619,CA,2020-01-26 18:00:00
620,New York,2020-01-26 19:00:00
621,NY,2020-01-26 20:00:00
622,California,2020-01-26 21:00:00
623,NY,2020-01-26 22:00:00
624,,2020-01-26 23:00:00
625,NY,2020-01-27 00:00:00
626,,2020-01-27 01:00:00
627,NY,
628,,2020-01-27 03:00:00
629,NY,2020-01-27 04:00:00
630,California,2020-01-27 05:00:00
631,New York,2020-01-27 06:00:00
632,unknown,2020-01-27 07:00:00
633,NY,
634,New York,2020-01-27 09:00:00
635,CA,2020-01-27 10:00:00
636,California,2020-01-27 11:00:00
637,NY,2020-01-27 12:00:00
638,,2020-01-27 13:00:00
639,unknown,2020-01-27 14:00:00
640,California,2020-01-27 15:00:00
641,California,2020-01-27 16:00:00
642,,2020-01-27 17:00:00
643,,2020-01-27 18:00:00
644,CA,2020-01-27 19:00:00
645,,2020-01-27 20:00:00
646,NY,2020-01-27 21:00:00
647,CA,2020-01-27 22:00:00
648,unknown,2020-01-27 23:00:00
649,New York,2020-01-28 00:00:00
650,New York,2020-01-28 01:00:00
651,CA,2020-01-28 02:00:00
652,unknown,2020-01-28 03:00:00
653,CA,2020-01-28 04:00:00
654,NY,2020-01-28 05:00:00
655,NY,
656,NY,2020-01-28 07:00:00
657,NY,2020-01-28 08:00:00
658,NY,2020-01-28 09:00:00
659,unknown,2020-01-28 10:00:00
660,unknown,2020-01-28 11:00:00
661,unknown,2020-01-28 12:00:00
662,New York,2020-01-28 13:00:00
663,,
664,CA,2020-01-28 15:00:00
665,,2020-01-28 16:00:00
666,unknown,2020-01-28 17:00:00
667,NY,2020-01-28 18:00:00
668,,2020-01-28 19:00:00
669,New York,2020-01-28 20:00:00
670,California,2020-01-28 21:00:00
671,NY,2020-01-28 22:00:00
672,California,2020-01-28 23:00:00
673,unknown,2020-01-29 00:00:00
674,New York,2020-01-29 01:00:00
675,CA,2020-01-29 02:00:00
676,CA,
677,,2020-01-29 04:00:00
678,,2020-01-29 05:00:00
679,,2020-01-29 06:00:00
680,New York,2020-01-29 07:00:00
681,NY,2020-01-29 08:00:00
682,,2020-01-29 09:00:00
683,California,2020-01-29 10:00:00
684,California,2020-01-29 11:00:00
685,,
686,unknown,2020-01-29 13:00:00
687,unknown,2020-01-29 14:00:00
688,NY,2020-01-29 15:00:00
689,New York,2020-01-29 16:00:00
690,New York,2020-01-29 17:00:00
691,CA,2020-01-29 18:00:00
692,unknown,2020-01-29 19:00:00
693,New York,2020-01-29 20:00:00
694,unknown,
695,,2020-01-29 22:00:00
696,NY,2020-01-29 23:00:00
697,New York,2020-01-30 00:00:00
698,CA,2020-01-30 01:00:00
699,,2020-01-30 02:00:00
700,unknown,2020-01-30 03:00:00
701,CA,2020-01-30 04:00:00
702,CA,2020-01-30 05:00:00
703,NY,2020-01-30 06:00:00
704,,
705,NY,2020-01-30 08:00:00
706,New York,2020-01-30 09:00:00
707,California,2020-01-30 10:00:00
708,NY,2020-01-30 11:00:00
709,CA,2020-01-30 12:00:00
710,CA,
711,unknown,2020-01-30 14:00:00
712,CA,2020-01-30 15:00:00
713,NY,2020-01-30 16:00:00
714,unknown,2020-01-30 17:00:00
715,California,2020-01-30 18:00:00
716,New York,2020-01-30 19:00:00
717,unknown,
718,,2020-01-30 21:00:00
719,NY,2020-01-30 22:00:00
720,,2020-01-30 23:00:00
721,California,2020-01-31 00:00:00
722,unknown,2020-01-31 01:00:00
723,New York,2020-01-31 02:00:00
724,California,
725,California,2020-01-31 04:00:00
726,California,2020-01-31 05:00:00
727,New York,2020-01-31 06:00:00
728,New York,2020-01-31 07:00:00
729,California,2020-01-31 08:00:00
730,unknown,2020-01-31 09:00:00
731,,2020-01-31 10:00:00
732,,
733,California,
734,unknown,
735,unknown,2020-01-31 14:00:00
736,New York,2020-01-31 15:00:00
737,,
738,unknown,2020-01-31 17:00:00
739,,2020-01-31 18:00:00
740,California,2020-01-31 19:00:00
741,CA,2020-01-31 20:00:00
742,NY,2020-01-31 21:00:00
743,New York,2020-01-31 22:00:00
744,CA,2020-01-31 23:00:00
745,unknown,2020-02-01 00:00:00
746,,
747,New York,2020-02-01 02:00:00
748,unknown,2020-02-01 03:00:00
749,,2020-02-01 04:00:00
750,New York,2020-02-01 05:00:00
751,California,2020-02-01 06:00:00
752,,2020-02-01 07:00:00
753,NY,2020-02-01 08:00:00
754,California,
755,New York,2020-02-01 10:00:00
756,unknown,2020-02-01 11:00:00
757,unknown,2020-02-01 12:00:00
758,,2020-02-01 13:00:00
759,California,2020-02-01 14:00:00
760,California,2020-02-01 15:00:00
761,New York,2020-02-01 16:00:00
762,NY,2020-02-01 17:00:00
763,CA,2020-02-01 18:00:00
764,New York,2020-02-01 19:00:00
765,,2020-02-01 20:00:00
766,California,2020-02-01 21:00:00
767,New York,2020-02-01 22:00:00
768,CA,2020-02-01 23:00:00
769,unknown,2020-02-02 00:00:00
770,New York,
771,CA,2020-02-02 02:00:00
772,CA,2020-02-02 03:00:00
773,CA,2020-02-02 04:00:00
774,California,2020-02-02 05:00:00
775,,2020-02-02 06:00:00
776,New York,2020-02-02 07:00:00
777,NY,2020-02-02 08:00:00
778,CA,2020-02-02 09:00:00
779,California,2020-02-02 10:00:00
780,CA,
781,NY,2020-02-02 12:00:00
782,NY,2020-02-02 13:00:00
783,,2020-02-02 14:00:00
784,CA,2020-02-02 15:00:00
785,CA,2020-02-02 16:00:00
786,CA,
787,NY,2020-02-02 18:00:00
788,unknown,2020-02-02 19:00:00
789,NY,2020-02-02 20:00:00
790,unknown,2020-02-02 21:00:00
791,NY,2020-02-02 22:00:00
792,CA,2020-02-02 23:00:00
793,California,2020-02-03 00:00:00
794,NY,2020-02-03 01:00:00
795,New York,2020-02-03 02:00:00
796,New York,2020-02-03 03:00:00
797,,2020-02-03 04:00:00
798,,2020-02-03 05:00:00
799,,2020-02-03 06:00:00
800,unknown,2020-02-03 07:00:00
801,New York,2020-02-03 08:00:00
802,New York,2020-02-03 09:00:00
803,CA,2020-02-03 10:00:00
804,NY,2020-02-03 11:00:00
805,NY,2020-02-03 12:00:00
806,NY,2020-02-03 13:00:00
807,California,2020-02-03 14:00:00
808,NY,2020-02-03 15:00:00
809,New York,2020-02-03 16:00:00
810,New York,2020-02-03 17:00:00
811,California,2020-02-03 18:00:00
812,CA,2020-02-03 19:00:00
813,California,2020-02-03 20:00:00
814,NY,2020-02-03 21:00:00
815,unknown,2020-02-03 22:00:00
816,NY,2020-02-03 23:00:00
817,unknown,2020-02-04 00:00:00
818,NY,2020-02-04 01:00:00
819,NY,2020-02-04 02:00:00
820,CA,2020-02-04 03:00:00
821,California,2020-02-04 04:00:00
822,NY,2020-02-04 05:00:00
823,,2020-02-04 06:00:00
824,CA,2020-02-04 07:00:00
825,,2020-02-04 08:00:00
826,unknown,2020-02-04 09:00:00
827,California,2020-02-04 10:00:00
828,unknown,2020-02-04 11:00:00
829,New York,2020-02-04 12:00:00
830,California,
831,unknown,2020-02-04 14:00:00
832,,2020-02-04 15:00:00
833,CA,2020-02-04 16:00:00
834,CA,2020-02-04 17:00:00
835,NY,2020-02-04 18:00:00
836,NY,
837,,2020-02-04 20:00:00
838,CA,2020-02-04 21:00:00
839,CA,2020-02-04 22:00:00
840,NY,2020-02-04 23:00:00
841,NY,2020-02-05 00:00:00
842,NY,2020-02-05 01:00:00
